(1, 0.6552790230329263, 0.9112085044754862, 0.8103338515862637)
(2, 0.6644509712990159, 0.8272691974052858, 0.7909942983749397)
(3, 0.6660225691760705, 0.8123706242244234, 0.7813276143964005)
(4, 0.6659452774771989, 0.8057920752301853, 0.7751324793306021)
(5, 0.6689854176328129, 0.7980063832763765, 0.7750525360038759)
(6, 0.666434791570052, 0.7933175943177199, 0.7672974596754688)
(7, 0.6685216674395836, 0.7913328356934443, 0.7659201372474721)
(8, 0.668805070335446, 0.7893141441519356, 0.763919559754389)
(9, 0.6688565981346937, 0.7862346026752965, 0.7615823680060803)
(10, 0.6682382645437214, 0.7847189410553908, 0.7601318466723292)
(11, 0.6695779873241614, 0.7847689214792528, 0.7599254987827145)
(12, 0.6694491678260421, 0.781120329795036, 0.7629605542203598)
(13, 0.6706858350079868, 0.7816259006527124, 0.7599825524588436)
(14, 0.6728500025763899, 0.7807316220810658, 0.7610887515616437)
(15, 0.669474931725666, 0.7816363532533891, 0.7602401546353389)
(16, 0.6725150718812799, 0.7794143273218691, 0.7564323807874677)
(17, 0.670325140413253, 0.779875080607503, 0.7606443535187821)
(18, 0.6716390992940692, 0.7769079201736424, 0.757084461852728)
(19, 0.6707373628072345, 0.7766243470007475, 0.7585345152148342)
(20, 0.6737259751636008, 0.7763669211916552, 0.7584844857230564)
(21, 0.6729530581748854, 0.775258714990464, 0.7577234479861646)
(22, 0.67218014118617, 0.7756626975732857, 0.7575062077727298)
(23, 0.6726954191786468, 0.7771842530118738, 0.7575111631443201)
(24, 0.6738805585613439, 0.7757450092446994, 0.7584055007389934)
(25, 0.6726181274797753, 0.7747669071482352, 0.7581703658151393)
(26, 0.6727727108775184, 0.7744242802039295, 0.7596538959530414)
(27, 0.6716390992940692, 0.7754482497117983, 0.7592684681518727)
(28, 0.6730561137733807, 0.775952381859364, 0.7603033064831414)
(29, 0.6721028494872984, 0.7758081588274495, 0.7602461065161331)
(30, 0.672334724583913, 0.7744042957863758, 0.7574288866981882)
(31, 0.6715875714948215, 0.7736535195053855, 0.759011558675673)
(32, 0.675039934044417, 0.7737193594040047, 0.7595345795719767)
(33, 0.6738290307620961, 0.7731794658524039, 0.7617437097782045)
(34, 0.6736229195651053, 0.7734407455588216, 0.7627015567042625)
(35, 0.6735713917658577, 0.7734869763223894, 0.7603744981618197)
(36, 0.6727727108775184, 0.7731421303972882, 0.7604970534903771)
(37, 0.6726954191786468, 0.7735271544181573, 0.7604673635515474)
(38, 0.6745504199515638, 0.7731707358454336, 0.7608401107920341)
(39, 0.6742154892564538, 0.7752057267474081, 0.7638936972886836)
(40, 0.6736486834647292, 0.772338972609762, 0.7624618636115613)
(41, 0.6744216004534447, 0.7728191769026539, 0.7616966130591754)
(42, 0.6736744473643531, 0.7732893890616018, 0.7629846739579598)
(43, 0.6734683361673623, 0.7740923803593515, 0.7631073251042096)
(44, 0.6746019477508116, 0.7722624932045452, 0.7681096676122251)
(45, 0.6742154892564538, 0.7732879389139736, 0.7627955438820135)
(46, 0.6757613232338847, 0.772623409505922, 0.7619329296794596)
(47, 0.6732364610707476, 0.7737236731116467, 0.764504021904594)
(48, 0.6758386149327562, 0.772075306580777, 0.761440116679032)
(49, 0.6740866697583346, 0.7709726284836766, 0.7607466846825037)
(50, 0.6728242386767661, 0.7724978452873427, 0.7615683174894474)
(51, 0.6746019477508116, 0.7704017811164892, 0.7630991740750214)
(52, 0.6744473643530685, 0.7718495249853398, 0.7638975908227459)
(53, 0.6750656979440408, 0.7726300732441721, 0.7670065819635764)
(54, 0.6742412531560777, 0.77367086444045, 0.7628065869816363)
(55, 0.6723089606842891, 0.7733375004813249, 0.7629852278727152)
